success,cet_oapr,english,reading,science,quantitative,abstract,shs_gpa,program,sex,strand,class_rank,academic_awards,classroom_org,school_org,fathers_education,fathers_employment,mothers_education,mothers_employment,income,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,laptop,internet
0,87.54,96.63,68.98,91.68,98.71,87.72,86.87,BS Information Technology,Male,STEM,None,None,None,None,"Some college credit, no degree","Not Applicable (no work, not known, etc.)","High school graduate, diploma or the equivalent","Self-employed (doing business, etc.)","Below P10,000",Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Seldom,Seldom,Sometimes,Seldom,Seldom,Seldom,Sometimes,Often/Always,Sometimes,Seldom,Never,Seldom,Sometimes,Seldom,Sometimes,Never,Never,Seldom,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Ask my friends,More than 1 hour but less than 2 hours/day,More than 1 hour but less than 2 hours/day,Yes,Pre-paid plan(Limited Data Subscription)
0,82.81,91.83,92.88,72.66,34.54,20.6,91.4,BS Information Technology,Female,STEM,None,None,None,None,"High school graduate, diploma or the equivalent","Employed, working 40 hours or more per week (fulltime)","Some high school, no diploma","Self-employed (doing business, etc.)",Prefer not to say,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Sometimes,Seldom,Seldom,Often/Always,Sometimes,Seldom,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Never,Seldom,Seldom,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Often/Always,Often/Always,Research from reference books on my own,More than 2 hours but less than 3 hours/day,More than 1 hour but less than 2 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,64.72,61.05,61.11,76.79,53.82,43.49,89.5,BS Computer Science,Male,TVL-ICT,None,None,None,None,Bachelor’s degree,"Self-employed (doing business, etc.)","Some high school, no diploma","Self-employed (doing business, etc.)","Below P10,000",Neutral,Neutral,Disagree,Strongly Agree,Agree,Agree,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Research from reference books on my own,More than 30 min. but less than 1 hour/day,More than 4 hours/day,Yes,Pre-paid plan(Limited Data Subscription)
0,71.42,70.75,90.94,51.68,53.82,43.49,86,BS Information Technology,Male,GAS,None,None,None,None,"Not Applicable (no work, not known, etc.)","Not Applicable (no work, not known, etc.)","Not Applicable (no work, not known, etc.)","Not Applicable (no work, not known, etc.)",Prefer not to say,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Neutral,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Ask my teachers at school,More than 3 hours but less than 4 hours/day,More than 2 hours but less than 3 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,72.43,72.78,71.99,44.12,53.82,83.75,94.5,BS Computer Science,Male,ABM/BAM,Top 20,High Honor,None,None,Bachelor’s degree,Retired,Bachelor’s degree,"Not Applicable (no work, not known, etc.)","P50,000 to P100,000",Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Sometimes,Seldom,Seldom,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Seldom,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Research online,More than 2 hours but less than 3 hours/day,More than 1 hour but less than 2 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,90.6,87.6,90.94,76.79,95.71,63.1,83.72,BS Information Technology,Male,STEM,None,None,None,None,"High school graduate, diploma or the equivalent",Retired,"High school graduate, diploma or the equivalent",Retired,"P20,000 to P50,000",Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Ask my friends,More than 30 min. but less than 1 hour/day,More than 30 min. but less than 1 hour/day,No,Pre-paid plan(Limited Data Subscription)
0,60.09,72.78,66.85,29.96,34.54,33.69,82.1705,BS Information Technology,Male,GAS,None,None,None,None,"Not Applicable (no work, not known, etc.)","Self-employed (doing business, etc.)",Professional degree,"Employed, working 1 to 39 hours or more per week (part-time)",Prefer not to say,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Sometimes,Sometimes,Often/Always,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Ask my teachers at school,Up to 30 minutes/day,I don’t study.,Planning to purchase,Pre-paid plan(Limited Data Subscription)
0,76.07,78.85,54.75,59.25,95.71,20.6,89.5,BS Information Technology,Male,TVL-ICT,Top 5,With Honor,None,None,"High school graduate, diploma or the equivalent","Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Not employed, not looking for work","P10,000 to P20,000",Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Agree,Strongly Agree,Neutral,Sometimes,Never,Seldom,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Research online,More than 1 hour but less than 2 hours/day,Up to 30 minutes/day,Planning to purchase,Pre-paid plan(Limited Data Subscription)
0,74.25,68.5,87.4,72.66,44.18,72.9,85.07,BS Information Technology,Male,STEM,None,None,None,None,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)","Some college credit, no degree","Not employed, looking for work","P10,000 to P20,000",Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Sometimes,Never,Seldom,Seldom,Never,Seldom,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Seldom,Sometimes,Often/Always,Seldom,Seldom,Often/Always,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Research online,Up to 30 minutes/day,Up to 30 minutes/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,76.07,83.47,71.99,51.68,53.82,63.1,90.5,BS Information Technology,Male,ABM/BAM,Top 5,With Honor,None,None,"Some college credit, no degree","Employed, working 40 hours or more per week (fulltime)","Some college credit, no degree","Self-employed (doing business, etc.)","P10,000 to P20,000",Neutral,Agree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Seldom,Sometimes,Sometimes,Never,Often/Always,Sometimes,Sometimes,Often/Always,Sometimes,Seldom,Seldom,Never,Never,Seldom,Seldom,Never,Never,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Research online,More than 3 hours but less than 4 hours/day,More than 4 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,76.07,66.01,48.4,89.19,84.63,72.9,93.5,BS Information Technology,Male,ABM/BAM,None,With Honor,None,None,Associate degree,"Self-employed (doing business, etc.)",Trade/technical/vocational training,"Not employed, not looking for work","P10,000 to P20,000",Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Seldom,Often/Always,Seldom,Often/Always,Sometimes,Seldom,Often/Always,Often/Always,Never,Often/Always,Sometimes,Often/Always,Seldom,Research online,More than 30 min. but less than 1 hour/day,More than 30 min. but less than 1 hour/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,70.3,63.53,82.26,72.66,24.91,79.78,88,BS Information Technology,Male,TVL-ICT,None,None,None,None,Bachelor’s degree,"Not Applicable (no work, not known, etc.)","Not Applicable (no work, not known, etc.)","Not Applicable (no work, not known, etc.)",Prefer not to say,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Seldom,Never,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Ask my friends,I don’t study.,Up to 30 minutes/day,Yes,Pre-paid plan(Limited Data Subscription)
0,73.34,74.8,61.11,66.81,89.31,26.07,88,BS Information Technology,Male,TVL-ICT,Top 10,With Honor,None,None,"Some college credit, no degree","Not Applicable (no work, not known, etc.)",Trade/technical/vocational training,"Not employed, looking for work","Below P10,000",Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Sometimes,Seldom,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often/Always,Ask my teachers at school,Up to 30 minutes/day,Up to 30 minutes/day,Planning to purchase,Pre-paid plan(Limited Data Subscription)
0,73.34,68.5,61.11,66.81,70.61,83.75,89,BS Information Technology,Male,STEM,None,None,None,None,"High school graduate, diploma or the equivalent","Self-employed (doing business, etc.)","Some high school, no diploma","Not Applicable (no work, not known, etc.)","Below P10,000",Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Ask my friends,Up to 30 minutes/day,Up to 30 minutes/day,Planning to purchase,Pre-paid plan(Limited Data Subscription)
1,64.72,55.84,66.85,59.25,75.28,53.29,83,BS Computer Science,Male,TVL-ICT,None,None,None,None,Trade/technical/vocational training,"Not employed, looking for work","Some college credit, no degree","Not employed, not looking for work","Below P10,000",Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Seldom,Seldom,Never,Sometimes,Seldom,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Never,Seldom,Seldom,Seldom,Seldom,Research online,More than 30 min. but less than 1 hour/day,More than 30 min. but less than 1 hour/day,No,Pre-paid plan(Limited Data Subscription)
0,71.42,52.9,48.4,80.93,84.63,83.75,83.475,BS Information Technology,Male,STEM,None,None,None,None,"Some college credit, no degree","Employed, working 40 hours or more per week (fulltime)","Some college credit, no degree","Not Applicable (no work, not known, etc.)","P10,000 to P20,000",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Sometimes,Seldom,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Seldom,Sometimes,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Research online,More than 2 hours but less than 3 hours/day,More than 1 hour but less than 2 hours/day,No,Pre-paid plan(Limited Data Subscription)
0,68.07,63.53,61.11,72.66,75.28,43.49,88,BS Computer Science,Male,GAS,None,None,Escort,None,"High school graduate, diploma or the equivalent","Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)","P10,000 to P20,000",Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Seldom,Seldom,Never,Sometimes,Sometimes,Seldom,Sometimes,Often/Always,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Often/Always,Ask my friends,Up to 30 minutes/day,More than 1 hour but less than 2 hours/day,No,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,88.7,80.58,90.94,96.28,75.28,72.9,94,BS Information Technology,Male,STEM,Top 10,With Honor,PIO,None,Bachelor’s degree,"Employed, working 1 to 39 hours or more per week (part-time)",Master’s degree,"Employed, working 40 hours or more per week (fulltime)","P10,000 to P20,000",Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Neutral,Strongly Agree,Never,Seldom,Seldom,Sometimes,Sometimes,Seldom,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Research online,More than 1 hour but less than 2 hours/day,Up to 30 minutes/day,Planning to purchase,Pre-paid plan(Limited Data Subscription)
1,88.22,87.6,82.26,72.66,79.96,87.72,83.78,BS Information Technology,Male,STEM,None,None,None,None,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Self-employed (doing business, etc.)","P10,000 to P20,000",Neutral,Agree,Disagree,Neutral,Neutral,Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Seldom,Sometimes,Never,Never,Sometimes,Seldom,Often/Always,Often/Always,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Often/Always,Never,Never,Often/Always,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Ask my friends,More than 1 hour but less than 2 hours/day,More than 1 hour but less than 2 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,60.09,44.05,77.12,59.25,24.91,83.75,88,BS Information Technology,Male,STEM,None,None,None,None,No schooling completed,"Employed, working 40 hours or more per week (fulltime)","High school graduate, diploma or the equivalent","Self-employed (doing business, etc.)","Below P10,000",Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Sometimes,Never,Never,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Often/Always,Never,Never,Often/Always,Never,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Ask my friends,More than 30 min. but less than 1 hour/day,More than 1 hour but less than 2 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,79.72,78.85,90.94,80.93,24.91,72.9,89.26,BS Information Technology,Male,ABM/BAM,None,None,Vice President,None,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Not employed, not looking for work",Prefer not to say,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Neutral,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Seldom,Seldom,Often/Always,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Seldom,Ask my friends,Up to 30 minutes/day,More than 30 min. but less than 1 hour/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,58.64,61.05,35.7,59.25,84.63,20.6,92.5,BS Information Technology,Male,HUMSS,Top 10,High Honor,None,Grade Level Representative,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Doctorate degree,"Employed, working 40 hours or more per week (fulltime)","P20,000 to P50,000",Neutral,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Neutral,Agree,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Ask my teachers at school,Up to 30 minutes/day,I don’t study.,Planning to purchase,Pre-paid plan(Limited Data Subscription)
0,77.9,86.35,54.75,66.81,24.91,87.72,87.65,BS Information Technology,Female,STEM,None,None,None,None,"Not Applicable (no work, not known, etc.)","Self-employed (doing business, etc.)",Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)","Below P10,000",Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often/Always,Seldom,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Often/Always,Seldom,Sometimes,Seldom,Seldom,Never,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Ask my friends,More than 3 hours but less than 4 hours/day,More than 3 hours but less than 4 hours/day,Yes,Pre-paid plan(Limited Data Subscription)
1,71.42,44.05,92.88,80.93,53.82,79.78,85.5,BS Information Technology,Male,TVL-HE,None,None,None,None,"Some college credit, no degree","Self-employed (doing business, etc.)","High school graduate, diploma or the equivalent","Not Applicable (no work, not known, etc.)","Below P10,000",Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Seldom,Often/Always,Sometimes,Often/Always,Sometimes,Often/Always,Often/Always,Sometimes,Ask my teachers at school,More than 2 hours but less than 3 hours/day,More than 1 hour but less than 2 hours/day,No,Pre-paid plan(Limited Data Subscription)
1,78.81,82.02,77.12,51.68,63.45,79.78,92,BS Information Technology,Male,ABM/BAM,Top 20,With Honor,Project Manager,None,"High school graduate, diploma or the equivalent","Employed, working 40 hours or more per week (fulltime)","High school graduate, diploma or the equivalent","Employed, working 40 hours or more per week (fulltime)","P10,000 to P20,000",Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Often/Always,Sometimes,Seldom,Seldom,Seldom,Often/Always,Sometimes,Seldom,Often/Always,Seldom,Never,Often/Always,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Seldom,Research online,More than 30 min. but less than 1 hour/day,I don’t study.,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
